Authors,Year,Source title,Abstract
"Logan J.R., Zhang C.",2010,American Journal of Sociology,"Analyses of neighborhood racial composition in 1980-2000 demonstrate that in multiethnic metropolitan regions there is an emerging pathway of change that leads to relatively stable integration These are ""global neighborhoods"" where Hispanics and Asians are the pioneer integrators of previously all-white zones, later followed by blacks. However, region-wide segregation is maintained at high levels by whites' avoidance of all-minority areas and by their continued exodus (albeit at reduced levels) from mixed settings. Globalization of neighborhoods adds a positive new element of diversity that alters but does not erase the traditional dynamic of minority invasion succession. © 2010 by The University of Chicago."
"Davis N.J., Robinson R.V.",1996,American Journal of Sociology,"Contrary to the popular metaphor of ""culture war,"" the authors find that Americans in a national survey are not divided into religious camps with opposed positions on a broad range of issues. The political conservatism of the religiously orthodox relative to theological progressives is limited to issues of schooling, sexuality, reproductive rights, and the gendered division of labor. The orthodox are no more conservative than progressives on issues concerning racial equality, and, in part because they draw disproportionately on the disadvantaged of society, the orthodox are more liberal than moral progressives on many economic issues."
"Paxton P., Hughes M.M., Green J.L.",2006,American Sociological Review,"Women's political representation, once considered unacceptable by politicians and their publics, is now actively encouraged by powerful international actors. In this article, the authors ask how the growth and discourse of the international women's movement affected women's acquisition of political power over time. To answer this question, they use event history techniques to address women's political representation in more than 150 countries over 110 years (1893-2003). They consider multiple political outcomes: female suffrage, first female parliamentarian, and achievement of 10, 20, and 30 percent women in a country national legislature. The findings show that increasing global pressure for the inclusion of women in international politics and the changing discourse of the international women's movement help to explain women's acquisition of these multiple political outcomes. Furthermore, by adding these concepts to traditional domestic models of women in politics, the authors demonstrate that country-level political, social structural, and cultural characteristics cause countries to act in conjunction with, or in opposition to, these global pressures. This is the first time that research on women in politics has considered such a comprehensive list of countries, time points, and outcomes."
DiPrete T.A.,2002,American Journal of Sociology,"The analysis of intergenerational mobility has primarily used measures of social position that are functions of an individual's occupation. Occupation-based models of social mobility, however, have limitations that arguably have grown in recent decades. Meta-analysis of available evidence for Sweden, western Germany, and the United States concerning occupational mobility, household income mobility, job displacement, union dissolution, and poverty dynamics shows the limitations of the individual-level occupation-based career-trajectory approach to life course mobility. This article develops an alternative formulation at the household level, which focuses on cross-national variation in the extent to which societal institutions influence the rate of events with the potential to change a household's life conditions via the manipulation of incentives for mobility-generating events, and the extent to which they mitigate the consequences of these events through social insurance. The combination of these institutional processes produces the distinctive characteristics of the mobility regimes of these countries."
"Guo G., VanWey L.K.",1999,American Sociological Review,"Previous research has consistently found a negative statistical relationship between sibship size and children's intellectual development. Two explanations have been offered for this finding. The prevailing explanation is that the relationship is causal, suggesting that limiting family size would lead to more intelligent children. A second explanation maintains that the relationship is spurious-that one or more undetermined factors correlated with family size are causally related to intellectual development. Using data on children from the National Longitudinal Survey of Youth, we reexamine the issue using change models. These change models allows us to control for such unmeasured effects as family intellectual climate, family value system, and family genetic heritage. We begin by replicating in these data the negative statistical relationship between three cognitive measures and sibship size. We then apply the change models to siblings measured at two points in time and to repeated measures of the same individuals. By considering sibship size as an individual trait that changes over time, we control for effects that are shared across siblings and over time. When these shared effects are controlled, the negative relationship between sibship size and intellectual development disappears, casting doubt on the causal interpretation of the negative relationship conventionally found."
Sørensen A.B.,1996,American Journal of Sociology,"This article discusses the concept of rent and its use in analysis of inequality in society. Rents are resources that provide advantages for incumbents of social positions that are independent of the characteristics of the incumbents. Inequalities created by rents generate interests in the protection and the acquisition of advantages that can be said to form ""objective"" interests attached to positions in social structure. Rent, therefore, is the basis for the formation of classes, in the general meaning of conflict groups. The article also discusses rents not located in positions in social structure but based on natural abilities."
"Frank R., Akresh I.R., Lu B.",2010,American Sociological Review,"How do Latino immigrants in the United States understand existing racial categories? And how does the existing U.S. racial order influence this understanding? Using data from the New Immigrant Survey (NIS), our analysis points to changes in how the U.S. racial order might operate in the future. We find that most Latino immigrants recognize the advantages of a White racial designation when asked to self-identify, but wider society is not often accepting of this White expansion. Our findings suggest that relatively darker-skinned Latino immigrants experience skin-color-based discrimination in the realm of annual income. Furthermore, Latinos who are most integrated into the United States are the most likely to opt out of the existing U.S. racial categorization scheme. We predict that a racial boundary is forming around some Latino immigrants: those with darker skin and those who have more experience in the U.S. racial stratification system. © American Sociological Association 2010."
"Krysan M., Couper M.P., Farley R., Forman T.A.",2009,American Journal of Sociology,"Persistent racial residential segregation is often seen as the result of preferences: whites prefer to live with whites while blacks wish to live near many other blacks. Are these neighborhood preferences color-blind or race conscious? Does neighborhood racial composition have a net influence upon preferences, or is race a proxy for social class? This article tests the racial proxy hypothesis using an innovative experiment that isolates the net effects of race and social class, followed by an analysis of the social psychological factors associated with residential preferences. The authors find that net of social class, the race of a neighborhood's residents significantly influenced how it was rated. Whites said the all-white neighborhoods were most desirable. The independent effect of racial composition was smaller among blacks, who identified the racially mixed neighborhood as most desirable. Further, whites who held negative stereotypes about African-Americans and the neighborhoods where they live were significantly influenced by neighborhood racial composition. None of the proposed social psychological factors conditioned African-Americans' sensitivity to neighborhood racial composition. © 2009 by The University of Chicago. All rights reserved."
Almeling R.,2007,American Sociological Review,"Eggs and sperm are parallel bodily goods in that each contributes half of the reproductive material needed to create life. Yet these cells are produced by differently sexed bodies, allowing for a comparative analysis of how the social process of bodily commodification varies based on sex and gender. Drawing on interview and observational data from two egg agencies and two sperm banks in the United States, this article compares how staff recruit, screen, market, and compensate women and men donors. Results show how gendered norms inspire more altruistic rhetoric in egg donation than in sperm donation, producing different regimes of bodily commodification for women and men. I conclude by discussing the implications of these findings for debates in sociology of gender about biological differences among women and men and the cultural norms attributed to these differences; debates in economic sociology about how social factors shape the expansion of the market; and debates in medical sociology about the intersection of the market and medical practice."
Firebaugh G.,1992,American Journal of Sociology,"Over the past few years, numerous studies in sociology have concluded that foreign investment harms poor nations. These studies have focused on the coefficient for foreign capital stock, controlling for ""flow ' (new investment), and - defying logic - have inferred that a negative coefficient for stock reflects ""dependency effects' that retard economic growth. Since capital stock is the denominator for investment rate, the greater the stock, the lower the investment rate, for a given level of new investment. Hence, the negative coefficient for capital stock found in dependency studies indicates a beneficial investment effect, not a harmful effect. This point is demonstrated by reanalysis of the data used in dependency studies. In these data, foreign investment spurs growth. Earlier analysts have concluded otherwise only because their conclusions have belied their findings. -Author"
"Denton N.A., Massey D.S.",1989,American Sociological Review,"Within the Caribbean region, racial identity forms a multicategory continuum from white to black, whereas in the United States it is a dichotomy of black versus white. Many Caribbean Hispanics, therefore, reject a strict racial dichotomy and select some category intermediate between black and white when asked to identify themselves racially on the US Census. Using 1970 and 1980 census tract data, we show that these people display a low degree of segregation from white Hispanics and a high degree of segregation from both black Hispanics and non-Hispanic blacks. They are highly segregated from Anglos, however, suggesting that people of mixed racial ancestry are accepted by white Hispanics on the basis of shared ethnicity but are rejected by Anglos on the basis of race. Although both race and ethnicity remain potent factors in American life, results underscore the special salience of race in US society. -from Authors"
"Frank D.J., Camp B.J., Boutcher S.A.",2010,American Sociological Review,"Between 1945 and 2005, nation-states around the world revised their criminal laws on sexual activities. This global reform wave-across countries and domains of sexual activity- followed from the reconstitution of world models of society around individuals rather than corporate bodies. During the post-World War II period, this process rearranged the global cultural and organizational underpinnings of sex, eroding world-level support for criminal laws aimed at protecting collective entities-especially the family and the nation-and strengthening world support for laws aimed at protecting individualized persons. To make our case, we use unique cross-national and longitudinal data on the criminal regulation of rape, adultery, sodomy, and child sexual abuse. The data reveal striking counter-directional trends in sex-law reforms, which simultaneously elaborated regulations protecting individuals and dissolved laws protecting collective entities. World-level negative-binomial regression analyses and country-level event-history analyses confirm our main propositions. The findings demonstrate a sweeping revolution in criminal-sex laws, rooted in the intensified global celebration of free-standing personhood. © 2010 American Sociological Association."
"Schram S.F., Soss J., Fording R.C., Houser L.",2009,American Sociological Review,"Welfare sanctions are financial penalties applied to individuals who fail to comply with welfare program rules. Their widespread use reflects a turn toward disciplinary approaches to poverty management. In this article, we investigate how implicit racial biases and discrediting social markers interact to shape officials' decisions to impose sanctions. We present experimental evidence based on hypothetical vignettes that case managers are more likely to recommend sanctions for Latina and black clients - but not white clients - when discrediting markers are present. We triangulate these findings with analyses of state administrative data. Our results for Latinas are mixed, but we find consistent evidence that the probability ofa sanction rises significantly when a discrediting marker (i.e., a prior sanction for noncompliance) is attached to a black rather than a white welfare client. Overall, our study clarifies how racial minorities especially African Americans, are more likely to be punished for deviant behavior in the new world of disciplinary welfare provision."
"Krivo L.J., Peterson R.D., Kuhl D.C.",2009,American Journal of Sociology,"Drawing on structural racism and urban disadvantage approaches, this article posits a broad influence of citywide racial residential segregation on levels of violent crime across all urban neighborhoods regardless of their racial/ethnic composition. Multilevel models based on data from the National Neighborhood Crime Study for 7,622 neighborhoods in 79 cities throughout the United States reveal that segregation is positively associated with violent crime for white and various types of nonwhite neighborhoods. Nonetheless, there is a lack of parity in violence across these types of communities reflecting the larger racialized social system in which whites are able to use their privileged position to reside in the most advantaged neighborhoods, while African-Americans and Latinos live in the most disadvantaged urban communities and therefore bear the brunt of urban criminal violence. © 2009 by The University of Chicago. All rights reserved."
"Bennett N.G., Bloom D.E., Craig P.H.",1989,American Journal of Sociology,"Examines patterns and determinants of first marriage among black and white women in the United States. Three major differences exist between the patterns of black and white women: lower proportions of blacks marry than whites; the proportion of women who ever marry has declined substantially across cohorts for blacks but modestly across cohorts for whites; and while increased education is associated negatively, if slightly, with the probability of ever marrying among whites, it is associated positively among blacks. The observed racial divergence is consistent with three factors experienced differentially by blacks and whites: the marriage squeeze, labour-market success, and out-of-wedlock childbearing. -from Authors"
"Wright E.O., Costello C., Hachen D., Sprague J.",1982,American Sociological Review,"Examines American class structure based on data gathered from an explicitly Marxian, relational perspective. Classes in this research are not defined in terms of categories of occupations, but in terms of social relations of control over investments, decision making, other people's work, and one's own work. Data on these dimensions of social relations of production were gathered in a national survey of the US working population. -Authors"
"Liu K.-Y., King M., Bearman P.S.",2010,American Journal of Sociology,"Despite a plethora of studies, we do not know why autism incidence has increased rapidly over the past two decades. Using California data, this study shows that children living very close to a child previously diagnosed with autism are more likely to be diagnosed with autism. An underlying social influence mechanism involving information diffusion drives this result, contributing to 16% of the increase in prevalence over 2000-2005. We eliminate competing explanations (i.e., residential sorting, environmental toxicants, and viral transmission) through seven tests and show that information diffusion simultaneously contributed to the increased prevalence, spatial clustering, and decreasing age of diagnosis. © 2010 by The University of Chicago. All rights reserved."
"Walker E.T., Martin A.W., McCarthy J.D.",2008,American Journal of Sociology,"Analysts have shown increased interest in how social movements use tactical repertoires strategically. While the state is most often the guarantor of new benefits, many movements - from labor to the environmental movement - target corporate, educational, and other institutions. Employing a unique data set of protests reported in the New York Times (1960-90), this research examines how repertoires are, in part, contingent on the institutional target a movement selects. In particular, the authors consider the role of each target's vulnerabilities and its capacities for response - repression, facilitation, and routinization - as explanations for the degree of transgressive protest each target faces. The results provide strong evidence for considering targets as a central factor in shaping forms of social protest. © 2008 by The University of Chicago. All rights reserved."
Leahey E.,2007,American Sociological Review,"The popular adage ""publish or perish has long defined individual career strategies as well as scholarly investigations of earnings inequality in academe, as researchers have relied heavily on research productivity to explain earnings inequality among faculty members. Academia, however, has changed dramatically in the last few decades: it has become larger and more demographically diverse, and fears of overspecialization prompt calls for interdisciplinary approaches. In this new environment, other factors, in addition to productivity, are likely relevant to our understanding of earnings differentials. In this article, I assess whether two additional factors - visibility and the extent of research specialization - contribute to men's earning advantage. Using probability samples of tenure-track academics in two disciplines, a variety of data sources, and innovative measures, I find that both factors are highly relevant to the process by which earnings are determined. Women earn less than men largely because they specialize less. Lower levels of specialization hinder productivity, productivity enhances visibility, and visibility has a direct, positive, and significant effect on salary. I discuss the practical implications of these findings and lay the foundation for a broader theory of the role of research specialization in work processes."
Hunt M.O.,2007,American Sociological Review,"Do African Americans, Hispanics, and non-Hispanic whites differ in their explanations of the socioeconomic divide separating blacks and whites in the United States? Have such explanations changed over time? To answer these questions, I use data from the 1977 to 2004 General Social Surveys (GSS) to map race/ethnic differences in support for trends in, and the determinants of seven ""modes of explanation"" for blacks' disadvantage. Trends over time indicate the continuation of a long-standing decline in non-Hispanic whites'use of an ability-based (innate inferiority) explanation. Non-Hispanic whites' beliefs in a purely motivational and a purely educational explanation are increasing, however along with the view that none of the explanations offered in the GSS explain blacks' disadvantage. African Americans and Hispanics also evidence increases in a purely motivational explanation, but they differ from non-Hispanic whites in demonstrating clear declines in structural beliefs - especially the perception that discrimination explains blacks' lower socioeconomic status. These conservative shifts in blacks' and Hispanics' beliefs result in greater similarity with non-Hispanic whites over time. Notably, however significant ""static"" race/ethnic group differences remain: non-Hispanic whites score highest, and blacks lowest, on a purely motivational explanation, while African Americans are more likely than both non-Hispanic whites and Hispanics to endorse a discrimination-based explanation. I conclude by discussing the implications of these findings for racial policy support."
Steensland B.,2006,American Journal of Sociology,"There is considerable evidence that cultural categories of worth are central to the ideological foundation of the American welfare state. However, existing perspectives on U.S. welfare policy development grant little explanatory power to the role of culture. For this reason, they cannot adequately explain the dynamics of an important, but frequently overlooked, episode in American welfare state history: the rise and fall of guaranteed annual income proposals in the 1960s and 1970s. The author outlines three mechanisms - schematic, discursive, and institutional - through which culture can influence policy outcomes. He then argues that cultural categories of worthiness affected welfare policy development through their constitutive contribution to cultural schemas, their deployment by actors as resources in expert deliberation and public discourse, and their institutionalization in social programs that reinforced the symbolic and programmatic boundaries between categories of the poor. The author discusses how these cultural mechanisms can be integrated with existing class- and institution-based accounts of welfare policy development. © 2006 by The University of Chicago. All rights reserved."
"Upchurch D.M., McCarthy J.",1990,American Sociological Review,"The relationship between the timing of a first birth and high school completion among women is examined using data from the National Longitudinal Survey of Youth. Employing event-history techniques, we find that a first birth influences eventual high school graduation, but not in the way previous studies have suggested. Using a modified status attainment model incorporating a life-course perspective, we find that having a baby does not predict dropping out of high school. Women who have a baby while still enrolled in school and remain in school are just as likely to graduate as women who do not. Among high school dropouts, however, a birth reduces the chances of eventual graduation. Policy and theoretical considerations are discussed. © 1990, American Sociological Association. All rights reserved."
"Fernandez R.M., Fernandez-Mateo I.",2006,American Sociological Review,"It is common for scholars interested in race and poverty to invoke a lack of access to job networks as one of the reasons that African Americans and Hispanics face difficulties in the labor market. Much research has found, however, that minorities do worse when they use personal networks in job finding. Research in this area has been hampered by the complicated and multi-step nature of the job-finding process and by the lack of appropriate comparison data for demonstrating the various ways in which minorities can be isolated from good job opportunities. We seek to specify what it means to say that minorities are cut off from job networks. Building on the literature on social networks in the labor market, we delineate the various mechanisms by which minorities can be isolated from good job opportunities. We examine how these mechanisms operate, using unique data on the chain of network contacts that funnel to an employer offering desirable jobs. We find that network factors operate at several stages of the recruitment process. We find scant evidence, however, that these network factors serve to cut off minorities from employment in this setting. We conclude with a discussion of the theoretical and methodological implications of the case for the study of networks, race, and hiring."
Brayne S.,2017,American Sociological Review,"This article examines the intersection of two structural developments: the growth of surveillance and the rise of “big data.” Drawing on observations and interviews conducted within the Los Angeles Police Department, I offer an empirical account of how the adoption of big data analytics does—and does not—transform police surveillance practices. I argue that the adoption of big data analytics facilitates amplifications of prior surveillance practices and fundamental transformations in surveillance activities. First, discretionary assessments of risk are supplemented and quantified using risk scores. Second, data are used for predictive, rather than reactive or explanatory, purposes. Third, the proliferation of automatic alert systems makes it possible to systematically surveil an unprecedentedly large number of people. Fourth, the threshold for inclusion in law enforcement databases is lower, now including individuals who have not had direct police contact. Fifth, previously separate data systems are merged, facilitating the spread of surveillance into a wide range of institutions. Based on these findings, I develop a theoretical model of big data surveillance that can be applied to institutional domains beyond the criminal justice system. Finally, I highlight the social consequences of big data surveillance for law and social inequality. © 2017, © American Sociological Association 2017."
Crosnoe R.,2009,American Sociological Review,"Increasing constraints placed on race-based school diversification have shifted attention to socioeconomic desegregation. Although past research suggests that socioeconomic desegregation can produce heightened achievement, the ""frog pond"" perspective points to potential problems with socioeconomic desegregation in nonachievement domains. Such problems are important in their own right, and they may also chip away at the magnitude of potential achievement benefits. In this article, I report conducted propensity score analyses and robustness calculations on a sample of public high schools in the National Longitudinal Study of Adolescent Health. As the proportion of the student body with middle- or high-income parents increased, low-income students progressed less far in math and science. Moreover, as the proportion of the student body with middle- or high-income or college-educated parents increased, low-income students experienced more psychosocial problems. Such patterns were often more pronounced among African American and Latino students. These findings suggest curricular and social psychological mechanisms of oft-noted frog pond effects in schools and extend the frog pond framework beyond achievement itself to demographic statuses (e.g., race/ethnicity and SES) perceptually linked to achievement. In terms of policy, these findings indicate that socioeconomic desegregation plans should also attend to equity in course enrollments and the social integration of students more generally."
"Breen R., Jonsson J.O.",2007,American Journal of Sociology,"The authors analyze social fluidity among Swedish men and women using a series of 24 annual surveys, 1976-99 (N = 63,280). A theoretical model suggests that changes in fluidity are normally driven by cohort rather than period effects. The results support this argument: changes in fluidity between the mid-1970s and late 1990s were due to the successive replacement of older and less fluid, by younger and more fluid, cohorts. Cohorts differed in their fluidity because the effect of class origins on educational attainment declined (an equalization effect) and because greater shares of each cohort had higher levels of educational attainment, which placed them in labor markets that operate more meritocratically (a compositional effect). The article discusses the relevance of these results for other countries and for policy. © 2007 by The University of Chicago. All rights reserved."
Mahoney J.,1999,American Journal of Sociology,"Macrocausal analysis is often characterized as following only a single strategy of causal inference. In fact, however, at least three different techniques are used: nominal, ordinal, and narrative strategies of causal assessment. Focusing on recent works of comparative history, this article presents an evaluation of the strengths and limitations of each strategy. In addition, it considers the trade-offs involved in combining two or more strategies. Finally, the article discusses the role of scholarly tastes and skills, the research question, and ongoing research cycles in shaping the methodological approach selected by investigators."
Whittier N.,1997,American Sociological Review,"In this paper I propose a generational model of continuity and change in social movements. Building on political generation and cohort replacement theories, I offer three propositions about generational processes in social movements: (1) The collective identity of an activist cohort remains consistent over time, contributing to movement continuity; (2) cohorts construct different collective identities based on the external contexts and internal conditions of the movement at the time they enter; (3) cohort replacement contributes to change in social movements. These three generational processes interact with organizational factors and political opportunity structures to shape movement continuity and change. I illustrate these propositions by drawing on an in-depth case study of the women's movement from 1969 to 1992 in Columbus, Ohio, and I suggest key questions about generational processes in other cases."
"Munch A., McPherson J.M., Smith-Lovin L.",1997,American Sociological Review,"We investigate the impact of childrearing on men's and women's social networks, using a probability sample of residents of 10 Great Plains towns. Data support the hypotheses that social network size, contact volume, and composition vary with the age of the youngest child in a family. Childrearing reduces women's network size and contact volume, while it alters the composition of men's networks. Effects are most pronounced when the youngest child is around three years old. These results suggest the possibility that sex differences in structural location (in the sense of embeddedness in social networks) explain sex differences in outcomes over the life course. The gender-specific effects of this life stage may accrue because childrearing places men and women in separate social worlds; childbearing and childrearing thus may be a crucial phase in the process by which gender differences are created and maintained."
"Nee V., Sanders J.M., Sernau S.",1994,American Sociological Review,"The authors examine the job transitions of Asian immigrants in the metropolitan economy of Los Angeles. In such ethnically heterogeneous cities, ethnic boundaries are porous and are mediated by an intermediate mixed economy. Many immigrants prefer jobs outiside the ethnic economy to obtain higher wages and fairer work rules. Across a succession of jobs and over time, immgirants tend to drift away from the more informal ethnic economy, a move that leads to higher earnings. The use of ethnic ties to locate jobs also declines. The main attraction of participation in the ethnic economy is the opportunity for self-employment. The authors model of the immigrant labour market moves beyond the dualist representation of the ethnic enclave economy. The metropolitan labor market is shaped by firm size, degree of bureaucratization, and governance structure in which interethnic economic transactions are mediated through a growing mixed economy. -from Authors"
Cha Y.,2010,American Sociological Review,"This study examines whether long work hours exacerbate gender inequality. As working long hours becomes increasingly common, a normative conception of gender that prioritizes men's careers over women's careers in dual-earner households may pressure women to quit their jobs. I apply multilevel models to longitudinal data from the Survey of Income and Program Participation to show that having a husband who works long hours significantly increases a woman's likelihood of quitting, whereas having a wife who works long hours does not appear to increase a man's likelihood of quitting. This gendered pattern is more prominent among workers in professional and managerial occupations, where the norm of overwork and the culture of intensive parenting are strong. Furthermore, the effect is stronger among workers who have children. Findings suggest that overwork can reintroduce the separate spheres arrangement, consisting of breadwinning men and homemaking women, to many formerly dual-earner households. © American Sociological Association 2010."
Wilcox W.B.,1998,American Sociological Review,"Recent research on conservative Protestantism suggests that religion has reemerged as an important predictor of childrearing attitudes and practices. This research has focused on the distinctive approach toward discipline among conservative Protestant parents. No study, however, has explored the links between conservative Protestantism and positive parental emotion work (physical and verbal expressions of affection). I suggest, paradoxically, that this subculture is characterized both by strict discipline and an unusually warm and expressive style of parent-child interaction. I review parenting advice offered by conservative Protestant leaders, which encourages parents to engage in positive emotion work with their children. I then analyze data from the 1987-1988 National Survey of Families and Households (NSFH) to determine if religious affiliation and theological conservatism are related to positive parental emotion work. I find that parents with conservative theological beliefs are more likely to praise and hug their children than are parents with less conservative theological views. Modest positive net effects of conservative Protestant affiliation are also found."
Robnett B.,1996,American Journal of Sociology,"Through an analysis of gender in the civil rights movement, this article illustrates that the conceptualization of social movement leadership requires expansion. This study concludes that an intermediate layer of leadership is critical to the micromobilization of a social movement. This intermediate layer provides a bridge (1) between the social movement organization(s) and potential adherents and constituents, (2) between prefigurative and strategic politics, and (3) between potential leaders and those already predisposed to movement activity. The latter illustrates that mobilization does not always occur in a linear fashion (i.e., formal leaders mobilize and recruit participants). In the case of the civil rights movement, this intermediate layer of leadership was the primary area for women's leadership."
"Florida R., Kenney M.",1991,American Sociological Review,Industrial sociology and organization theory suggest that it is difficult to transfer organizations from one environment to another and that organizations that are transferred will take on characteristics of the new environment. We hypothesize that the organization/environment relation works in both directions and that organizations have the resources to alter their environments in light of their functional requirements. We explore these issues in light of recent debates over new models of production organization and interfirm production networks. Japanese automative assembly plants and their suppliers in the US provide an ideal case to explore such questions because they represent organizations that are being transferred from a supportive to a foreign environment. We find that these Japanese automotive transplants have effectively transferred both intra- and interorganizational characteristics. -from Authors
Frye M.,2012,American Journal of Sociology,"Imagined futures, once a vital topic of theoretical inquiry within the sociology of culture, have been sidelined in recent decades. Rational choice models cannot explain the seemingly irrational optimism of youth aspirations, pointing to the need to explore other alternatives. This article incorporates insights from pragmatist theory and cognitive sociology to examine the relationship between imagined futures and present actions and experiences in rural Malawi, where future optimism appears particularly unfounded. Drawing from in-depth interviews and archival sources documenting ideological campaigns promoting schooling, the author shows that four elements are understood to jointly produce educational success: ambitious career goals, sustained effort, unflagging optimism, and resistance to temptation. Aspirations should be interpreted not as rational calculations, but instead as assertions of a virtuous identity, claims to be ""one who aspires."". © 2012 by The University of Chicago. All rights reserved."
Freese J.,2008,American Journal of Sociology,"Accumulating evidence from behavioral genetics suggests that the vast majority of individual-level outcomes of abiding sociological interest are genetically influenced to a substantial degree. This raises the question of the place of genetics in social science explanations. Genomic causation is described from a counterfactualist perspective, which makes its complexity plain and highlights the distinction between identifying causes and substantiating explanations. For explanation, genomic causes must be understood as strictly mediated by the body. One implication is that the challenge of behavioral genetics for sociology is much more a challenge from psychology than biology, and a main role for genetics is as a placeholder for ignorance of more proximate influences of psychological and other embodied variation. Social scientists should not take this challenge from psychology as suggesting any especially fundamental explanatory place for either it or genetics, but the contingent importance of genetic and psychological characteristics is itself available for sociological investigation. © 2008 by The University of Chicago. All rights reserved."
"Wu X., Treiman D.J.",2007,American Journal of Sociology,"Data from a 1996 national probability sample of Chinese men is used to analyze the effect of family background on occupational mobility in contemporary China, with particular attention to the rural-urban institutional divide. China has an unusually high degree of mobility into agriculture and. also, apparently, unusual ""openness"" in the current urban population. Both patterns are explained by China's distinctive population registration system, which simultaneously fails to protect rural-origin men from downward mobility and permits only the best educated to attain urban registration status, resulting in severe sample selection bias in previous studies restricted to the urban population. New light is shed on the relationships between the socialist state and social fluidity and between inequality and mobility. © 2007 by The University of Chicago. All rights reserved."
"Mirowsky J., Ross C.E.",2007,American Journal of Sociology,"This study looks for evidence of an adulthood trajectory of perceived control over one's own life, and education's role in shaping it. Vectors from a 1995-2001 U.S. survey of adults imply a much steeper trajectory than did previous cross-sectional studies, peaking in late middle age rather than early adulthood. They also show a trend toward larger increases in younger cohorts. Education influences the trajectory, particularly the level at which it begins. Estimates show an increase of .60 standard deviations with a four-year increase in education. The sense of control also increases more outside of school the higher the level of education. © 2007 by The University of Chicago. All rights reserved."
"Manza J., Brooks C.",1998,American Journal of Sociology,"Social scientists and political commentators have frequently pointed to differences between men and women in voting and policy attitudes as evidence of an emerging ""gender gap"" in U.S. politics. Using survey data for 11 elections since 1952, this study develops a systematic analysis of the gender gap in presidential elections. The authors find evidence that women's changing rates of labor force participation explain the origins of the gender gap. Additional analyses show that attitudes toward social service spending mediate the interrelationship of women's labor force participation and vote choice. In the 1992 election, feminist consciousness also emerged as a significant factor shaping women's voting behavior."
Calarco J.M.,2011,American Sociological Review,"What role do children play in education and stratification? Are they merely passive recipients of unequal opportunities that schools and parents create for them? Or do they actively shape their own opportunities? Through a longitudinal, ethnographic study of one socioeconomically diverse, public elementary school, I show that children's social-class backgrounds affect when and how they seek help in the classroom. Compared to their working-class peers, middle-class children request more help from teachers and do so using different strategies. Rather than wait for assistance, they call out or approach teachers directly, even interrupting to make requests. In doing so, middle-class children receive more help from teachers, spend less time waiting, and are better able to complete assignments. By demonstrating these skills and strategies, middle-class children create their own advantages and contribute to inequalities in the classroom. These findings have implications for theories of cultural capital, stratification, and social reproduction. © American Sociological Association 2011."
"Padgett J.F., McLean P.D.",2006,American Journal of Sociology,"The birth of a new form of business organization, the partnership system, in Renaissance Florence is examined closely in order to discover the social processes of invention in that extraordinarily inventive place. Stated generally, the processes of invention the authors discover there are transposition, refunctionality, and catalysis across multiple social networks. Specifically, political co-optation of cambio bankers in the aftermath of the Ciompi revolt induced the transposition of domestic guild methods to the international plane, thereby changing their purpose and their reach. Subsequent social absorption through marriage of these elevated bankers into the victorious political alliance infused partnership with the multiplex logic (and often money) of dowry, thereby reproducing partnership systems as an integral component in post-Ciompi republicanism. Medieval organizational logics of patrilineage and guild were transformed into Renaissance organizational logics of marriage and clientage. The origins of financial capitalism are partly rooted in this elite social-network response to class revolt. © 2006 by The University of Chicago. All rights reserved."
Burris V.,2005,American Journal of Sociology,"This study uses data on campaign contributions and methods of network analysis to investigate the significance of interlocking directorates for political cohesion among corporate elites. Using quadratic assignment procedure (QAP) regression, the author shows that social ties formed through common membership on corporate boards contribute more to similarity of political behavior than commonalities of economic interests, such as those associated with operating in the same industry or the same geographic region. Moreover, the politically cohesive effects of directorship ties remain robust even as one moves several links down the chain of indirect ties that connect top corporate officers to one another. The study thus provides empirical support for the thesis that social networks among corporate elites facilitate political cohesion within the business community. © 2005 by The University of Chicago. All rights reserved."
Marrow H.B.,2009,American Sociological Review,"Drawing on original qualitative research, this article investigates how natives and institutions in rural America's ""new immigrant destinations"" are adapting, if at all, to Hispanic newcomers and whether corresponding interaction should be viewed as substantively responsive. In contrast to predictions made by traditional political incorporation theories, results based on semi-structured interviews and ethnographic fieldwork suggest that Hispanic newcomers are undergoing a process of bureaucratic incorporation whereby public service bureaucrats, rather than elected politicians, are initiating substantive responsiveness. Yet I also identify a continuing interaction between immigrant bureaucratic and political incorporation in rural America. I conclude by connecting my findings to more general sociological perspectives regarding population needs, electoral bodies, and public bureaucracies in democratic societies."
